0.00.053.391 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.053.682 W srv  llama_server: -----------------
0.00.053.683 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.053.683 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.053.683 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.053.683 W srv  llama_server: -----------------
0.00.055.533 I srv    load_model: loading model '/Users/yukangzengcmac/.cache/huggingface/hub/models--unsloth--Qwen3-4B-Instruct-2507-GGUF/snapshots/a06e946bb6b655725eafa393f4a9745d460374c9/Qwen3-4B-Instruct-2507-Q4_K_M.gguf'
0.00.213.906 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.01.593.337 I cmn          init: llama threadpool init, n_threads = 4
0.02.076.053 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.02.093.092 I srv  llama_server: model loaded
0.02.093.097 I srv  llama_server: listening on http://127.0.0.1:8082
0.04.056.728 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.15.747.018 I slot print_timing: id  0 | task 3 |        eval time =     801.98 ms /    28 tokens (   29.70 ms per token,    33.67 tokens per second)
0.15.747.019 I slot print_timing: id  0 | task 3 |       total time =    7163.61 ms /  4924 tokens
0.15.747.019 I slot print_timing: id  0 | task 3 |    graphs reused =         27
0.15.747.497 I slot      release: id  0 | task 3 | stop processing: n_tokens = 4924, truncated = 0
0.16.902.797 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
0.16.902.980 I slot launch_slot_: id  0 | task 34 | processing task, is_child = 0
0.17.887.511 I slot print_timing: id  0 | task 34 | prompt eval time =     164.07 ms /    36 tokens (    4.56 ms per token,   219.42 tokens per second)
0.17.887.513 I slot print_timing: id  0 | task 34 |        eval time =     820.46 ms /    30 tokens (   28.29 ms per token,    35.35 tokens per second)
0.17.887.513 I slot print_timing: id  0 | task 34 |       total time =     984.53 ms /    66 tokens
0.17.887.514 I slot print_timing: id  0 | task 34 |    graphs reused =         55
0.17.887.619 I slot      release: id  0 | task 34 | stop processing: n_tokens = 4989, truncated = 0
0.17.903.353 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.920 (> 0.100 thold), f_keep = 1.000
0.17.903.534 I slot launch_slot_: id  0 | task 65 | processing task, is_child = 0
0.19.435.378 I slot print_timing: id  0 | task 65 | prompt eval time =     873.40 ms /   435 tokens (    2.01 ms per token,   498.05 tokens per second)
0.19.435.380 I slot print_timing: id  0 | task 65 |        eval time =     658.44 ms /    24 tokens (   28.63 ms per token,    34.93 tokens per second)
0.19.435.380 I slot print_timing: id  0 | task 65 |       total time =    1531.84 ms /   459 tokens
0.19.435.380 I slot print_timing: id  0 | task 65 |    graphs reused =         77
0.19.435.517 I slot      release: id  0 | task 65 | stop processing: n_tokens = 5447, truncated = 0
0.19.450.917 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.932 (> 0.100 thold), f_keep = 1.000
0.19.451.092 I slot launch_slot_: id  0 | task 90 | processing task, is_child = 0
0.21.049.794 I slot print_timing: id  0 | task 90 | prompt eval time =     870.01 ms /   398 tokens (    2.19 ms per token,   457.47 tokens per second)
0.21.049.796 I slot print_timing: id  0 | task 90 |        eval time =     728.69 ms /    26 tokens (   29.15 ms per token,    34.31 tokens per second)
0.21.049.797 I slot print_timing: id  0 | task 90 |       total time =    1598.70 ms /   424 tokens
0.21.049.797 I slot print_timing: id  0 | task 90 |    graphs reused =        101
0.21.049.913 I slot      release: id  0 | task 90 | stop processing: n_tokens = 5870, truncated = 0
0.21.066.444 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.951 (> 0.100 thold), f_keep = 1.000
0.21.066.622 I slot launch_slot_: id  0 | task 117 | processing task, is_child = 0
0.22.485.624 I slot print_timing: id  0 | task 117 | prompt eval time =     678.60 ms /   302 tokens (    2.25 ms per token,   445.03 tokens per second)
0.22.485.626 I slot print_timing: id  0 | task 117 |        eval time =     740.40 ms /    26 tokens (   29.62 ms per token,    33.77 tokens per second)
0.22.485.627 I slot print_timing: id  0 | task 117 |       total time =    1419.00 ms /   328 tokens
0.22.485.627 I slot print_timing: id  0 | task 117 |    graphs reused =        125
0.22.485.753 I slot      release: id  0 | task 117 | stop processing: n_tokens = 6197, truncated = 0
0.22.502.181 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.951 (> 0.100 thold), f_keep = 1.000
0.22.502.358 I slot launch_slot_: id  0 | task 144 | processing task, is_child = 0
0.23.982.251 I slot print_timing: id  0 | task 144 | prompt eval time =     729.32 ms /   319 tokens (    2.29 ms per token,   437.39 tokens per second)
0.23.982.254 I slot print_timing: id  0 | task 144 |        eval time =     750.56 ms /    26 tokens (   30.02 ms per token,    33.31 tokens per second)
0.23.982.254 I slot print_timing: id  0 | task 144 |       total time =    1479.89 ms /   345 tokens
0.23.982.254 I slot print_timing: id  0 | task 144 |    graphs reused =        149
0.23.982.371 I slot      release: id  0 | task 144 | stop processing: n_tokens = 6541, truncated = 0
0.23.999.555 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.954 (> 0.100 thold), f_keep = 1.000
0.23.999.731 I slot launch_slot_: id  0 | task 171 | processing task, is_child = 0
0.25.546.427 I slot print_timing: id  0 | task 171 | prompt eval time =     758.53 ms /   318 tokens (    2.39 ms per token,   419.23 tokens per second)
0.25.546.429 I slot print_timing: id  0 | task 171 |        eval time =     788.16 ms /    27 tokens (   30.31 ms per token,    32.99 tokens per second)
0.25.546.429 I slot print_timing: id  0 | task 171 |       total time =    1546.69 ms /   345 tokens
0.25.546.430 I slot print_timing: id  0 | task 171 |    graphs reused =        174
0.25.546.556 I slot      release: id  0 | task 171 | stop processing: n_tokens = 6885, truncated = 0
0.25.563.997 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.953 (> 0.100 thold), f_keep = 1.000
0.25.564.175 I slot launch_slot_: id  0 | task 199 | processing task, is_child = 0
0.29.483.785 I slot print_timing: id  0 | task 199 | n_gen =    100, tg =  32.06 t/s, tg_3s =  32.38 t/s
0.32.493.895 I slot print_timing: id  0 | task 199 | n_gen =    196, tg =  31.98 t/s, tg_3s =  31.89 t/s
0.32.995.947 I slot print_timing: id  0 | task 199 | prompt eval time =     831.39 ms /   337 tokens (    2.47 ms per token,   405.35 tokens per second)
0.32.995.949 I slot print_timing: id  0 | task 199 |        eval time =    6600.38 ms /   212 tokens (   31.28 ms per token,    31.97 tokens per second)
0.32.995.949 I slot print_timing: id  0 | task 199 |       total time =    7431.77 ms /   549 tokens
0.32.995.949 I slot print_timing: id  0 | task 199 |    graphs reused =        383
0.32.996.071 I slot      release: id  0 | task 199 | stop processing: n_tokens = 7433, truncated = 0
0.34.843.023 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
0.34.843.204 I slot launch_slot_: id  0 | task 412 | processing task, is_child = 0
0.37.642.892 I slot print_timing: id  0 | task 412 | prompt eval time =     168.94 ms /    48 tokens (    3.52 ms per token,   284.13 tokens per second)
0.37.642.894 I slot print_timing: id  0 | task 412 |        eval time =    2630.75 ms /    85 tokens (   31.32 ms per token,    31.93 tokens per second)
0.37.642.895 I slot print_timing: id  0 | task 412 |       total time =    2799.68 ms /   133 tokens
0.37.642.895 I slot print_timing: id  0 | task 412 |    graphs reused =        466
0.37.643.024 I slot      release: id  0 | task 412 | stop processing: n_tokens = 7565, truncated = 0
0.39.302.171 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
0.39.302.351 I slot launch_slot_: id  0 | task 498 | processing task, is_child = 0
0.40.256.640 I slot print_timing: id  0 | task 498 | prompt eval time =     171.55 ms /    48 tokens (    3.57 ms per token,   279.80 tokens per second)
0.40.256.642 I slot print_timing: id  0 | task 498 |        eval time =     782.73 ms /    26 tokens (   31.31 ms per token,    31.94 tokens per second)
0.40.256.642 I slot print_timing: id  0 | task 498 |       total time =     954.28 ms /    74 tokens
0.40.256.642 I slot print_timing: id  0 | task 498 |    graphs reused =        490
0.40.256.764 I slot      release: id  0 | task 498 | stop processing: n_tokens = 7638, truncated = 0
0.40.275.839 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.955 (> 0.100 thold), f_keep = 1.000
0.40.276.019 I slot launch_slot_: id  0 | task 525 | processing task, is_child = 0
0.43.574.797 I slot print_timing: id  0 | task 525 | prompt eval time =     940.51 ms /   362 tokens (    2.60 ms per token,   384.90 tokens per second)
0.43.574.799 I slot print_timing: id  0 | task 525 |        eval time =    2358.26 ms /    75 tokens (   31.87 ms per token,    31.38 tokens per second)
0.43.574.799 I slot print_timing: id  0 | task 525 |       total time =    3298.77 ms /   437 tokens
0.43.574.800 I slot print_timing: id  0 | task 525 |    graphs reused =        563
0.43.574.932 I slot      release: id  0 | task 525 | stop processing: n_tokens = 8074, truncated = 0
0.46.403.678 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 0.600
0.46.403.858 I slot launch_slot_: id  0 | task 601 | processing task, is_child = 0
0.47.338.625 I slot print_timing: id  0 | task 601 | prompt eval time =     119.93 ms /    25 tokens (    4.80 ms per token,   208.45 tokens per second)
0.47.338.627 I slot print_timing: id  0 | task 601 |        eval time =     814.83 ms /    30 tokens (   28.10 ms per token,    35.59 tokens per second)
0.47.338.627 I slot print_timing: id  0 | task 601 |       total time =     934.76 ms /    55 tokens
0.47.338.628 I slot print_timing: id  0 | task 601 |    graphs reused =        591
0.47.338.726 I slot      release: id  0 | task 601 | stop processing: n_tokens = 4902, truncated = 0
0.48.156.401 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
0.48.156.577 I slot launch_slot_: id  0 | task 632 | processing task, is_child = 0
0.49.119.141 I slot print_timing: id  0 | task 632 | prompt eval time =     118.52 ms /    27 tokens (    4.39 ms per token,   227.82 tokens per second)
0.49.119.143 I slot print_timing: id  0 | task 632 |        eval time =     844.04 ms /    31 tokens (   28.13 ms per token,    35.54 tokens per second)
0.49.119.144 I slot print_timing: id  0 | task 632 |       total time =     962.56 ms /    58 tokens
0.49.119.144 I slot print_timing: id  0 | task 632 |    graphs reused =        620
0.49.119.239 I slot      release: id  0 | task 632 | stop processing: n_tokens = 4959, truncated = 0
0.49.134.065 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.902 (> 0.100 thold), f_keep = 1.000
0.49.134.242 I slot launch_slot_: id  0 | task 664 | processing task, is_child = 0
0.53.114.417 I slot print_timing: id  0 | task 664 | prompt eval time =    1073.53 ms /   541 tokens (    1.98 ms per token,   503.94 tokens per second)
0.53.114.419 I slot print_timing: id  0 | task 664 |        eval time =    2906.64 ms /   101 tokens (   29.07 ms per token,    34.40 tokens per second)
0.53.114.420 I slot print_timing: id  0 | task 664 |       total time =    3980.17 ms /   642 tokens
0.53.114.420 I slot print_timing: id  0 | task 664 |    graphs reused =        719
0.53.114.542 I slot      release: id  0 | task 664 | stop processing: n_tokens = 5600, truncated = 0
0.57.559.409 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.979 (> 0.100 thold), f_keep = 1.000
0.57.559.589 I slot launch_slot_: id  0 | task 766 | processing task, is_child = 0
0.59.059.577 I slot print_timing: id  0 | task 766 | prompt eval time =     247.92 ms /   120 tokens (    2.07 ms per token,   484.03 tokens per second)
0.59.059.579 I slot print_timing: id  0 | task 766 |        eval time =    1252.06 ms /    44 tokens (   29.12 ms per token,    34.34 tokens per second)
0.59.059.580 I slot print_timing: id  0 | task 766 |       total time =    1499.98 ms /   164 tokens
0.59.059.580 I slot print_timing: id  0 | task 766 |    graphs reused =        761
0.59.059.688 I slot      release: id  0 | task 766 | stop processing: n_tokens = 5763, truncated = 0
0.59.075.148 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
0.59.075.323 I slot launch_slot_: id  0 | task 811 | processing task, is_child = 0
1.00.565.028 I slot print_timing: id  0 | task 811 | prompt eval time =     170.94 ms /    14 tokens (   12.21 ms per token,    81.90 tokens per second)
1.00.565.030 I slot print_timing: id  0 | task 811 |        eval time =    1318.76 ms /    46 tokens (   29.31 ms per token,    34.12 tokens per second)
1.00.565.031 I slot print_timing: id  0 | task 811 |       total time =    1489.70 ms /    60 tokens
1.00.565.031 I slot print_timing: id  0 | task 811 |    graphs reused =        805
1.00.565.143 I slot      release: id  0 | task 811 | stop processing: n_tokens = 5822, truncated = 0
1.00.581.334 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
1.00.581.513 I slot launch_slot_: id  0 | task 858 | processing task, is_child = 0
1.02.927.700 I slot print_timing: id  0 | task 858 | prompt eval time =     123.21 ms /    14 tokens (    8.80 ms per token,   113.63 tokens per second)
1.02.927.702 I slot print_timing: id  0 | task 858 |        eval time =    2222.98 ms /    77 tokens (   29.25 ms per token,    34.19 tokens per second)
1.02.927.702 I slot print_timing: id  0 | task 858 |       total time =    2346.18 ms /    91 tokens
1.02.927.702 I slot print_timing: id  0 | task 858 |    graphs reused =        879
1.02.927.808 I slot      release: id  0 | task 858 | stop processing: n_tokens = 5912, truncated = 0
1.04.048.316 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
1.04.048.505 I slot launch_slot_: id  0 | task 936 | processing task, is_child = 0
1.05.448.399 I slot print_timing: id  0 | task 936 | prompt eval time =     133.26 ms /    34 tokens (    3.92 ms per token,   255.15 tokens per second)
1.05.448.402 I slot print_timing: id  0 | task 936 |        eval time =    1266.63 ms /    44 tokens (   29.46 ms per token,    33.95 tokens per second)
1.05.448.402 I slot print_timing: id  0 | task 936 |       total time =    1399.89 ms /    78 tokens
1.05.448.402 I slot print_timing: id  0 | task 936 |    graphs reused =        921
1.05.448.521 I slot      release: id  0 | task 936 | stop processing: n_tokens = 5989, truncated = 0
1.05.465.564 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
1.05.465.743 I slot launch_slot_: id  0 | task 981 | processing task, is_child = 0
1.06.912.736 I slot print_timing: id  0 | task 981 | prompt eval time =     124.39 ms /    14 tokens (    8.88 ms per token,   112.55 tokens per second)
1.06.912.738 I slot print_timing: id  0 | task 981 |        eval time =    1322.60 ms /    46 tokens (   29.39 ms per token,    34.02 tokens per second)
1.06.912.738 I slot print_timing: id  0 | task 981 |       total time =    1446.99 ms /    60 tokens
1.06.912.739 I slot print_timing: id  0 | task 981 |    graphs reused =        965
1.06.912.847 I slot      release: id  0 | task 981 | stop processing: n_tokens = 6048, truncated = 0
1.06.972.191 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
1.06.972.380 I slot launch_slot_: id  0 | task 1028 | processing task, is_child = 0
1.09.187.400 I slot print_timing: id  0 | task 1028 | prompt eval time =     124.91 ms /    14 tokens (    8.92 ms per token,   112.08 tokens per second)
1.09.187.402 I slot print_timing: id  0 | task 1028 |        eval time =    2090.11 ms /    69 tokens (   30.74 ms per token,    32.53 tokens per second)
1.09.187.402 I slot print_timing: id  0 | task 1028 |       total time =    2215.02 ms /    83 tokens
1.09.187.403 I slot print_timing: id  0 | task 1028 |    graphs reused =       1032
1.09.187.514 I slot      release: id  0 | task 1028 | stop processing: n_tokens = 6130, truncated = 0
1.10.129.281 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
1.10.129.506 I slot launch_slot_: id  0 | task 1098 | processing task, is_child = 0
1.11.571.467 I slot print_timing: id  0 | task 1098 | prompt eval time =     128.24 ms /    29 tokens (    4.42 ms per token,   226.13 tokens per second)
1.11.571.469 I slot print_timing: id  0 | task 1098 |        eval time =    1313.71 ms /    44 tokens (   30.55 ms per token,    32.73 tokens per second)
1.11.571.470 I slot print_timing: id  0 | task 1098 |       total time =    1441.96 ms /    73 tokens
1.11.571.470 I slot print_timing: id  0 | task 1098 |    graphs reused =       1074
1.11.571.717 I slot      release: id  0 | task 1098 | stop processing: n_tokens = 6202, truncated = 0
1.11.589.692 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
1.11.589.870 I slot launch_slot_: id  0 | task 1143 | processing task, is_child = 0
1.13.072.129 I slot print_timing: id  0 | task 1143 | prompt eval time =     126.28 ms /    14 tokens (    9.02 ms per token,   110.86 tokens per second)
1.13.072.136 I slot print_timing: id  0 | task 1143 |        eval time =    1355.97 ms /    46 tokens (   30.13 ms per token,    33.19 tokens per second)
1.13.072.137 I slot print_timing: id  0 | task 1143 |       total time =    1482.25 ms /    60 tokens
1.13.072.139 I slot print_timing: id  0 | task 1143 |    graphs reused =       1118
1.13.072.257 I slot      release: id  0 | task 1143 | stop processing: n_tokens = 6261, truncated = 0
1.13.090.769 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
1.13.090.951 I slot launch_slot_: id  0 | task 1190 | processing task, is_child = 0
1.16.279.044 I slot print_timing: id  0 | task 1190 | n_gen =    100, tg =  32.33 t/s, tg_3s =  32.66 t/s
1.16.340.235 I slot print_timing: id  0 | task 1190 | prompt eval time =     125.89 ms /    14 tokens (    8.99 ms per token,   111.20 tokens per second)
1.16.340.237 I slot print_timing: id  0 | task 1190 |        eval time =    3123.38 ms /   102 tokens (   30.92 ms per token,    32.34 tokens per second)
1.16.340.237 I slot print_timing: id  0 | task 1190 |       total time =    3249.28 ms /   116 tokens
1.16.340.238 I slot print_timing: id  0 | task 1190 |    graphs reused =       1218
1.16.340.353 I slot      release: id  0 | task 1190 | stop processing: n_tokens = 6376, truncated = 0
1.17.557.659 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
1.17.557.842 I slot launch_slot_: id  0 | task 1293 | processing task, is_child = 0
1.18.993.456 I slot print_timing: id  0 | task 1293 | prompt eval time =     139.42 ms /    35 tokens (    3.98 ms per token,   251.04 tokens per second)
1.18.993.458 I slot print_timing: id  0 | task 1293 |        eval time =    1296.19 ms /    44 tokens (   30.14 ms per token,    33.17 tokens per second)
1.18.993.459 I slot print_timing: id  0 | task 1293 |       total time =    1435.61 ms /    79 tokens
1.18.993.459 I slot print_timing: id  0 | task 1293 |    graphs reused =       1260
1.18.993.576 I slot      release: id  0 | task 1293 | stop processing: n_tokens = 6454, truncated = 0
1.19.013.262 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
1.19.013.449 I slot launch_slot_: id  0 | task 1338 | processing task, is_child = 0
1.20.502.930 I slot print_timing: id  0 | task 1338 | prompt eval time =     127.40 ms /    14 tokens (    9.10 ms per token,   109.89 tokens per second)
1.20.502.932 I slot print_timing: id  0 | task 1338 |        eval time =    1362.08 ms /    46 tokens (   30.27 ms per token,    33.04 tokens per second)
1.20.502.933 I slot print_timing: id  0 | task 1338 |       total time =    1489.48 ms /    60 tokens
1.20.502.933 I slot print_timing: id  0 | task 1338 |    graphs reused =       1304
1.20.503.050 I slot      release: id  0 | task 1338 | stop processing: n_tokens = 6513, truncated = 0
1.20.523.336 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
1.20.523.519 I slot launch_slot_: id  0 | task 1385 | processing task, is_child = 0
1.23.666.902 I slot print_timing: id  0 | task 1385 | n_gen =    101, tg =  33.16 t/s, tg_3s =  33.49 t/s
1.23.758.440 I slot print_timing: id  0 | task 1385 | prompt eval time =     127.44 ms /    14 tokens (    9.10 ms per token,   109.86 tokens per second)
1.23.758.443 I slot print_timing: id  0 | task 1385 |        eval time =    3107.47 ms /   104 tokens (   30.17 ms per token,    33.15 tokens per second)
1.23.758.443 I slot print_timing: id  0 | task 1385 |       total time =    3234.91 ms /   118 tokens
1.23.758.443 I slot print_timing: id  0 | task 1385 |    graphs reused =       1406
1.23.758.564 I slot      release: id  0 | task 1385 | stop processing: n_tokens = 6630, truncated = 0
1.25.186.449 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
1.25.186.638 I slot launch_slot_: id  0 | task 1490 | processing task, is_child = 0
1.27.405.063 I slot print_timing: id  0 | task 1490 | prompt eval time =     158.59 ms /    41 tokens (    3.87 ms per token,   258.52 tokens per second)
1.27.405.065 I slot print_timing: id  0 | task 1490 |        eval time =    2059.82 ms /    69 tokens (   30.29 ms per token,    33.01 tokens per second)
1.27.405.066 I slot print_timing: id  0 | task 1490 |       total time =    2218.42 ms /   110 tokens
1.27.405.066 I slot print_timing: id  0 | task 1490 |    graphs reused =       1473
1.27.405.189 I slot      release: id  0 | task 1490 | stop processing: n_tokens = 6739, truncated = 0
1.28.724.872 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
1.28.725.054 I slot launch_slot_: id  0 | task 1560 | processing task, is_child = 0
1.29.779.237 I slot print_timing: id  0 | task 1560 | prompt eval time =     143.95 ms /    39 tokens (    3.69 ms per token,   270.93 tokens per second)
1.29.779.239 I slot print_timing: id  0 | task 1560 |        eval time =     910.23 ms /    31 tokens (   30.34 ms per token,    32.96 tokens per second)
1.29.779.240 I slot print_timing: id  0 | task 1560 |       total time =    1054.18 ms /    70 tokens
1.29.779.240 I slot print_timing: id  0 | task 1560 |    graphs reused =       1502
1.29.779.367 I slot      release: id  0 | task 1560 | stop processing: n_tokens = 6808, truncated = 0
1.29.800.856 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.926 (> 0.100 thold), f_keep = 1.000
1.29.801.032 I slot launch_slot_: id  0 | task 1592 | processing task, is_child = 0
1.33.439.458 I slot print_timing: id  0 | task 1592 | prompt eval time =    1338.11 ms /   541 tokens (    2.47 ms per token,   404.30 tokens per second)
1.33.439.460 I slot print_timing: id  0 | task 1592 |        eval time =    2300.32 ms /    75 tokens (   31.09 ms per token,    32.17 tokens per second)
1.33.439.461 I slot print_timing: id  0 | task 1592 |       total time =    3638.42 ms /   616 tokens
1.33.439.461 I slot print_timing: id  0 | task 1592 |    graphs reused =       1575
1.33.439.594 I slot      release: id  0 | task 1592 | stop processing: n_tokens = 7423, truncated = 0
1.34.120.814 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
1.34.120.996 I slot launch_slot_: id  0 | task 1668 | processing task, is_child = 0
1.34.995.442 I slot print_timing: id  0 | task 1668 | prompt eval time =     126.24 ms /    22 tokens (    5.74 ms per token,   174.27 tokens per second)
1.34.995.445 I slot print_timing: id  0 | task 1668 |        eval time =     748.20 ms /    25 tokens (   31.18 ms per token,    32.08 tokens per second)
1.34.995.445 I slot print_timing: id  0 | task 1668 |       total time =     874.44 ms /    47 tokens
1.34.995.445 I slot print_timing: id  0 | task 1668 |    graphs reused =       1598
1.34.995.570 I slot      release: id  0 | task 1668 | stop processing: n_tokens = 7469, truncated = 0
1.35.017.671 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.948 (> 0.100 thold), f_keep = 1.000
1.35.017.849 I slot launch_slot_: id  0 | task 1694 | processing task, is_child = 0
1.39.284.104 I slot print_timing: id  0 | task 1694 | n_gen =    100, tg =  31.43 t/s, tg_3s =  31.75 t/s
1.42.300.759 I slot print_timing: id  0 | task 1694 | n_gen =    191, tg =  30.81 t/s, tg_3s =  30.17 t/s
1.43.164.173 I slot print_timing: id  0 | task 1694 | prompt eval time =    1116.35 ms /   412 tokens (    2.71 ms per token,   369.06 tokens per second)
1.43.164.175 I slot print_timing: id  0 | task 1694 |        eval time =    7029.97 ms /   218 tokens (   32.40 ms per token,    30.87 tokens per second)
1.43.164.175 I slot print_timing: id  0 | task 1694 |       total time =    8146.32 ms /   630 tokens
1.43.164.176 I slot print_timing: id  0 | task 1694 |    graphs reused =       1813
1.43.164.321 I slot      release: id  0 | task 1694 | stop processing: n_tokens = 8098, truncated = 0
1.44.090.978 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
1.44.091.159 I slot launch_slot_: id  0 | task 1913 | processing task, is_child = 0
1.45.040.069 I slot print_timing: id  0 | task 1913 | prompt eval time =     130.80 ms /    22 tokens (    5.95 ms per token,   168.20 tokens per second)
1.45.040.072 I slot print_timing: id  0 | task 1913 |        eval time =     818.11 ms /    26 tokens (   32.72 ms per token,    30.56 tokens per second)
1.45.040.073 I slot print_timing: id  0 | task 1913 |       total time =     948.90 ms /    48 tokens
1.45.040.073 I slot print_timing: id  0 | task 1913 |    graphs reused =       1837
