arm,task,trial,tau2_seed,invocation_index,invocation_id,invocation_started_utc,pre_amendment,amendment_in_force,agent_max_tokens,user_max_tokens,tau2_simulation_timeout_s,runner_sha256,n_attempts_all_invocations,n_discarded_attempts,canonical_termination_reason,reward,success,record_start_utc,record_end_utc,duration_s,max_agent_completion_tokens,max_user_completion_tokens,n_agent_responses_finish_length,n_user_responses_finish_length,unit_design_pair_index,this_arm_episode_design_pass,this_arm_episode_enters_E1_pairs
A,25,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T21:40:42Z,2026-09-18T21:42:39Z,116.855,287,117,0,0,14,1,true
A,26,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T21:42:39Z,2026-09-18T21:43:04Z,24.966,76,45,0,0,13,2,false
A,27,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,1.0,true,2026-09-18T21:43:04Z,2026-09-18T21:43:38Z,33.262,110,70,0,0,19,1,true
A,28,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,too_many_errors,0.0,false,2026-09-18T21:43:38Z,2026-09-18T21:48:32Z,293.767,333,75,0,0,12,1,true
A,29,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T21:48:32Z,2026-09-18T21:54:33Z,361.202,227,59,0,0,17,1,true
A,30,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T21:54:33Z,2026-09-18T21:58:47Z,253.481,131,87,0,0,5,1,true
A,31,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T21:58:47Z,2026-09-18T22:02:06Z,199.31,70,63,0,0,8,2,false
A,32,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T22:02:06Z,2026-09-18T22:02:50Z,43.847,96,54,0,0,21,1,true
A,33,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T22:02:50Z,2026-09-18T22:03:52Z,61.248,183,50,0,0,23,1,true
A,34,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,1.0,true,2026-09-18T22:03:52Z,2026-09-18T22:04:53Z,61.423,268,100,0,0,22,2,false
A,35,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T22:04:54Z,2026-09-18T22:05:58Z,63.999,188,56,0,0,19,2,false
A,36,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T22:05:58Z,2026-09-18T22:10:55Z,296.646,78,68,0,0,11,1,true
A,37,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T22:10:55Z,2026-09-18T22:13:09Z,134.402,611,86,0,0,16,2,false
A,38,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T22:13:09Z,2026-09-18T22:17:51Z,281.932,167,61,0,0,5,2,false
A,39,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T22:17:51Z,2026-09-18T22:21:16Z,204.237,456,61,0,0,6,1,true
A,40,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,too_many_errors,0.0,false,2026-09-18T22:21:16Z,2026-09-18T22:22:37Z,80.846,73,51,0,0,4,2,false
A,41,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,1.0,true,2026-09-18T22:22:37Z,2026-09-18T22:23:50Z,73.458,150,83,0,0,13,1,true
A,42,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T22:23:50Z,2026-09-18T22:28:57Z,306.913,284,77,0,0,16,1,true
A,43,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T22:28:58Z,2026-09-18T22:35:35Z,397.08,148,92,0,0,3,1,true
A,44,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T22:35:35Z,2026-09-18T22:37:42Z,127.4,336,109,0,0,18,1,true
A,45,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T22:37:43Z,2026-09-18T22:38:13Z,30.027,67,61,0,0,4,1,true
A,46,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T22:38:13Z,2026-09-18T22:38:55Z,42.498,83,67,0,0,6,2,false
A,47,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T22:38:56Z,2026-09-18T22:41:40Z,163.928,58,33,0,0,18,2,false
A,48,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T22:41:40Z,2026-09-18T22:42:45Z,65.405,214,62,0,0,17,2,false
A,49,0,626729,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T22:42:46Z,2026-09-18T22:46:59Z,252.878,123,50,0,0,20,1,true
A,1,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,1.0,true,2026-09-18T22:46:59Z,2026-09-18T22:48:30Z,90.952,158,73,0,0,40,1,true
A,2,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,1.0,true,2026-09-18T22:48:30Z,2026-09-18T22:51:31Z,180.753,419,156,0,0,46,2,false
A,3,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T22:51:31Z,2026-09-18T22:52:06Z,35.082,100,63,0,0,48,2,false
A,4,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,too_many_errors,0.0,false,2026-09-18T22:52:07Z,2026-09-18T22:53:45Z,98.061,76,68,0,0,47,1,true
A,5,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T22:53:45Z,2026-09-18T22:55:06Z,81.569,127,74,0,0,32,1,true
A,6,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T22:55:07Z,2026-09-18T23:10:06Z,899.071,594,460,0,0,38,1,true
A,7,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T23:10:06Z,2026-09-18T23:11:33Z,87.401,206,51,0,0,31,1,true
A,8,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T23:11:34Z,2026-09-18T23:14:24Z,170.692,361,149,0,0,46,1,true
A,9,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,1.0,true,2026-09-18T23:14:25Z,2026-09-18T23:18:57Z,272.356,931,135,0,0,44,2,false
A,10,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T23:18:58Z,2026-09-18T23:22:15Z,197.461,730,74,0,0,41,2,false
A,11,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,1.0,true,2026-09-18T23:22:15Z,2026-09-18T23:23:41Z,85.774,201,88,0,0,32,2,false
A,12,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,too_many_errors,0.0,false,2026-09-18T23:23:41Z,2026-09-18T23:25:35Z,113.429,320,86,0,0,49,1,true
A,13,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T23:25:35Z,2026-09-18T23:27:07Z,91.723,385,96,0,0,30,2,false
A,14,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T23:27:07Z,2026-09-18T23:30:51Z,223.628,122,68,0,0,40,2,false
A,15,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T23:30:51Z,2026-09-18T23:35:07Z,256.406,123,69,0,0,28,2,false
A,16,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T23:35:08Z,2026-09-18T23:38:55Z,227.182,155,71,0,0,27,2,false
A,17,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T23:38:55Z,2026-09-18T23:41:35Z,159.862,433,49,0,0,34,1,true
A,18,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T23:41:35Z,2026-09-18T23:46:01Z,266.189,101,66,0,0,42,1,true
A,19,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T23:46:02Z,2026-09-18T23:46:49Z,47.565,110,43,0,0,29,2,false
A,20,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,too_many_errors,0.0,false,2026-09-18T23:46:49Z,2026-09-18T23:52:08Z,318.871,389,55,0,0,38,2,false
A,21,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T23:52:09Z,2026-09-18T23:53:04Z,55.005,69,44,0,0,33,2,false
A,22,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,too_many_errors,0.0,false,2026-09-18T23:53:04Z,2026-09-18T23:54:18Z,74.128,231,43,0,0,48,1,true
A,23,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-18T23:54:18Z,2026-09-18T23:59:25Z,307.042,140,69,0,0,37,1,true
A,24,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-18T23:59:26Z,2026-09-19T00:03:14Z,228.043,1024,266,1,0,43,1,true
A,25,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-19T00:03:14Z,2026-09-19T00:07:43Z,268.495,845,204,0,0,43,2,false
A,26,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-19T00:07:43Z,2026-09-19T00:08:05Z,21.51,78,35,0,0,39,2,false
A,27,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,1.0,true,2026-09-19T00:08:05Z,2026-09-19T00:08:42Z,36.78,87,55,0,0,33,1,true
A,28,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,1.0,true,2026-09-19T00:08:42Z,2026-09-19T00:09:37Z,54.308,207,63,0,0,29,1,true
A,29,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,max_steps,0.0,false,2026-09-19T00:09:37Z,2026-09-19T00:13:15Z,217.94,128,65,0,0,26,1,true
A,30,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,0.0,false,2026-09-19T00:13:15Z,2026-09-19T00:14:00Z,44.494,147,49,0,0,34,2,false
A,31,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,1,0,user_stop,1.0,true,2026-09-19T00:14:00Z,2026-09-19T00:16:07Z,127.516,1024,74,1,0,27,1,true
A,32,1,373753,2,0bf28fc9101f442a806c625dbdbe47c7,2026-09-18T20:33:06Z,false,1,1024,1024,1800,27797f68e2aff6e088d0300f4be9baac903ef34b71ec84116125c2fa664ff75c,4,4,infrastructure_error,,false,2026-09-19T00:44:39Z,2026-09-19T00:44:39Z,0.0,0,0,0,0,49,2,false
